-1610611744,1060,404,674,1296,1253,1255,1297,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1304,992,992,992,
991,-1610611744,404,991,1296,1253,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1175,1239,1239,1239,
536,994,404,1610613793,1296,1253,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1306,1306,1306,
601,-1610611744,404,992,1296,1253,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1306,1306,1306,
536,-1610611744,404,992,1296,1253,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1111,1367,1367,
1060,991,404,1060,1296,1253,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1111,1368,992,992,
-1610611744,1610613793,404,992,1296,1253,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1304,1682,992,992,
404,404,404,1610613793,1296,1253,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,992,994,991,
1128,1684,468,992,1296,1253,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,992,992,992,
404,1748,532,1232,1170,1253,1255,1297,1297,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1682,1682,1610613793,
404,1232,1233,1170,1189,729,728,1190,1191,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,468,671,1682,
404,1170,1189,1190,729,418,482,418,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,532,735,1682,
404,1189,729,418,418,418,648,418,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1306,1306,1682,
404,1253,418,418,418,418,418,418,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1306,1306,1682,
674,1253,546,268,418,418,418,664,1319,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1306,992,1682,
1128,1253,418,482,546,482,546,1255,1297,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1128,1682,1682,
404,1317,665,418,418,418,418,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1682,1682,992,
1128,1106,1253,418,712,418,546,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1682,991,992,
404,1296,1253,546,418,418,664,1319,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1682,1060,992,
1128,1296,1317,665,418,418,728,1191,1297,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1682,994,992,
404,1360,1106,1317,665,418,418,728,1191,1297,1297,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1682,992,991,
404,992,1360,1106,1253,482,418,418,728,1190,1191,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1682,1610613793,992,
404,991,1232,1170,1253,418,712,418,418,418,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,992,992,991,
404,992,1296,1189,729,418,418,418,546,418,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,992,992,992,
404,1060,1296,1253,418,418,418,418,482,418,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,992,992,1610613793,
404,992,1296,1253,418,418,418,418,460,418,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1060,1682,1682,
404,1610613793,1296,1253,482,524,418,418,418,664,1319,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,992,1682,1682,
404,992,1296,1253,418,418,418,418,418,1255,1297,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,992,992,1060,
404,992,1296,1253,546,418,418,482,546,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,674,1610613793,992,
404,994,1296,1317,665,418,418,418,418,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,994,992,992,
404,992,1360,1106,1253,418,648,418,664,1319,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1682,992,992,
404,992,992,1296,1253,418,418,418,728,1191,1297,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1682,991,992,
404,992,991,1296,1253,418,418,418,418,728,1191,1297,1297,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,992,992,674,
404,992,1610613793,1296,1253,482,418,418,418,418,728,1190,1191,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1610613793,992,1060,
404,994,992,1296,1253,418,418,418,269,418,418,418,1255,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,992,992,994,
404,674,992,1296,1253,546,418,418,418,418,664,1318,1319,1426,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,992,1060,992,
404,992,992,1296,1253,418,418,546,418,664,1319,1361,1362,1426,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,992,992,992,
404,1610613793,1060,1296,1253,418,268,418,664,1319,1233,1233,1233,1426,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1682,1610613793,992,
404,992,992,1296,1253,546,418,418,728,1190,1190,1190,1191,1297,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1682,1682,992,
404,992,992,1296,1253,418,418,546,418,418,418,418,728,1191,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1128,1682,992,
404,992,992,1296,1253,546,418,418,418,418,418,418,418,1255,1297,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1682,1682,992,
404,994,992,1296,1253,418,418,418,418,546,418,269,418,728,1191,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1682,1682,994,
404,992,1060,1296,1317,665,418,525,418,418,418,546,418,418,1255,1297,1297,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1128,1682,1682,
404,992,992,1360,1106,1253,418,418,418,418,418,418,418,418,728,1190,1191,1297,1297,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1306,1682,1682,1682,
404,992,992,1610613793,1296,1317,665,418,546,664,1318,1318,1318,665,418,418,728,1191,1297,1297,1297,1297,1297,534,534,534,534,1297,1297,1297,1297,1426,1426,1297,1297,1426,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1306,1307,1682,1682,1682,
992,992,992,674,1360,1106,1253,664,1318,1319,1105,1361,1106,1317,665,418,418,728,1190,1190,1190,1191,1297,1297,1297,1297,1297,1297,1189,1190,1190,1191,1189,1190,1191,1297,1297,1426,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1170,1233,1682,1682,1682,
994,992,404,992,992,1296,1317,1319,1105,1361,1362,992,1360,1106,1317,1318,665,418,418,418,418,728,1190,1190,1190,1190,1190,1190,729,418,418,728,729,418,728,1190,1191,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1189,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1682,1682,1682,
992,1610613793,992,404,992,1360,1361,1361,1362,992,992,1610613793,992,1360,1361,1106,1317,1318,1318,1318,665,418,460,418,418,418,664,665,418,648,418,664,665,418,460,418,728,1190,1190,1190,1190,1190,1191,1297,1297,1189,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,729,664,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1682,1682,1682,
404,404,404,992,404,992,992,674,992,992,674,992,992,992,992,1360,1361,1361,1361,1106,1317,1318,1318,1318,1318,1318,1319,1317,1318,1318,1318,1319,1317,665,418,418,418,418,418,418,418,418,728,1190,1190,729,664,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1319,1105,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1682,1682,992,
404,404,404,992,674,404,404,404,404,404,992,992,992,1610613793,992,994,992,674,992,1360,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1362,1296,1317,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1319,1105,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1362,1610613793,992,992,992,992,992,992,674,992,992,1610613793,992,992,1682,991,1610613793,
992,994,992,992,992,1610613793,992,994,992,404,992,992,1060,992,992,992,992,992,992,992,1610613793,992,992,992,1060,992,992,1610613793,674,992,992,992,1360,1361,1361,1361,1361,1361,1361,1106,1297,1105,1682,1682,992,992,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,994,992,992

[layer]
type=level 1
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1979,0,0,930,608,931,608,1914,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,952,2043,952,2043,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,1978,2042,2043,0,0,0,0,0,0,1978,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,952,2043,952,2043,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1978,2039,2040,2041,2039,2040,2041,2042,0,0,0,0,0,1369,0,2041,2042,407,0,0,0,0,216,472,217,0,0,0,0,0,0,0,0,0,0,0,0,0,409,952,2043,952,2043,471,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,1978,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,472,217,0,216,473,0,407,0,0,0,0,0,0,0,0,0,0,0,216,472,473,952,2043,952,2043,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1978,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,472,473,0,0,471,472,472,472,472,472,472,472,472,472,472,472,473,0,0,952,2043,952,2043,343,281,0,0,0,0,0,0,0,216,472,472,472,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,2043,952,2043,471,472,472,472,472,217,216,472,472,473,0,0,0,471,472,472,472,472,472,472,472,472,472,472,472,217,0,216,472,217,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,2043,952,2043,0,0,0,0,0,471,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,472,473,0,407,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,2043,952,2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908,1979,407,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1624,2043,407,0,0,
0,0,0,0,0,0,0,479,0,0,0,0,0,804,0,0,0,0,1686,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1688,2043,407,0,0,
0,0,0,0,0,0,0,2132,0,0,0,0,0,868,0,0,0,0,1686,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1688,2043,407,0,0,
